"Provider_Number","HOSPITAL","ADDRESS","CITY","STATE",ZIP,"COUNTY","Readmit_2015","Readmit_2016","Readmit_2017","Readmit_2018","Readmit_2019","Readmit_2020"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","TWO RIVERS","WI",54241,"MANITOWOC","1.23","0.83","0.46","No Penalty","0.06","No Penalty"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","SHEBOYGAN","WI",53083,"SHEBOYGAN","No Penalty","0.10","No Penalty","No Penalty","No Penalty","No Penalty"
"520037","MARSHFIELD MEDICAL CENTER","611 ST JOSEPH AVE","MARSHFIELD","WI",54449,"WOOD","0.20","0.43","0.81","0.88","0.93","0.88"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","HARTFORD","WI",53027,"WASHINGTON","1.24","0.09","0.21","No Penalty","0.19","No Penalty"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","PORTAGE","WI",53901,"COLUMBIA","0.52","0.29","0.48","0.63","0.91","0.81"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","SHEBOYGAN","WI",53081,"SHEBOYGAN","0.11","0.79","0.88","0.82","0.18","0.52"
"520045","THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC","130 2ND ST","NEENAH","WI",54956,"WINNEBAGO","0.01","No Penalty","0.11","0.10","No Penalty","0.24"
"520049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","GREEN BAY","WI",54305,"BROWN","0.03","0.03","No Penalty","No Penalty","No Penalty","0.06"
"520051","ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE","2323 N LAKE DR","MILWAUKEE","WI",53211,"MILWAUKEE","0.23","0.17","0.25","0.33","0.09","0.35"
"520057","SSM HEALTH ST CLARE HOSPITAL - BARABOO","707 14TH ST","BARABOO","WI",53913,"SAUK","0.02","0.06","No Penalty","0.08","0.11","0.26"
"520059","AURORA MEDICAL CENTER BURLINGTON","252 MCHENRY ST","BURLINGTON","WI",53105,"RACINE","0.13","0.40","0.34","0.33","0.04","0.15"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","OCONOMOWOC","WI",53066,"WAUKESHA","0.12","0.19","0.12","0.39","0.31","0.39"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","WEST BEND","WI",53095,"WASHINGTON","0.66","0.39","1.10","0.30","No Penalty","No Penalty"
"520066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","JANESVILLE","WI",53548,"ROCK","0.22","0.31","0.99","1.15","0.44","0.24"
"520070","MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE","1221 WHIPPLE ST","EAU CLAIRE","WI",54703,"EAU CLAIRE","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520071","FORT MEMORIAL HOSPITAL","611 SHERMAN AVE E","FORT ATKINSON","WI",53538,"JEFFERSON","0.18","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520075","ST VINCENT HOSPITAL","835 S VAN BUREN ST","GREEN BAY","WI",54301,"BROWN","0.05","0.06","0.18","0.08","No Penalty","0.06"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","BEAVER DAM","WI",53916,"DODGE","0.02","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520078","ASCENSION ST FRANCIS HOSPITAL","3237 S 16TH ST","MILWAUKEE","WI",53215,"MILWAUKEE","0.51","0.16","0.12","0.18","0.10","0.20"
"520083","SSM HEALTH ST MARY'S HOSPITAL - MADISON","700 SOUTH PARK ST","MADISON","WI",53715,"DANE","1.03","1.20","1.02","0.92","0.26","0.40"
"520087","GUNDERSEN LUTHERAN MEDICAL CENTER","1910 SOUTH AVE","LA CROSSE","WI",54601,"LA CROSSE","No Penalty","No Penalty","No Penalty","No Penalty","0.02","0.01"
"520088","ST AGNES HOSPITAL","430 E DIVISION ST","FOND DU LAC","WI",54935,"FOND DU LAC","0.12","0.12","0.06","0.29","0.07","0.36"
"520089","UNITYPOINT HEALTH - MERITER","202 S PARK ST","MADISON","WI",53715,"DANE","0.48","0.15","No Penalty","0.55","0.35","0.19"
"520091","HOWARD YOUNG MEDICAL CTR","240 MAPLE ST","WOODRUFF","WI",54568,"VILAS","No Penalty","0.09","No Penalty","No Penalty","0.29","0.28"
"520095","SAUK PRAIRIE HOSPITAL","260 26TH STREET","PRAIRIE DU SAC","WI",53578,"SAUK","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520096","ASCENSION ALL SAINTS HOSPITAL","3801 SPRING ST","RACINE","WI",53405,"RACINE","0.41","0.45","0.32","0.32","0.20","0.77"
"520097","ST MARYS HOSPITAL MEDICAL CTR","1726 SHAWANO AVE","GREEN BAY","WI",54303,"BROWN","0.20","0.35","0.45","0.64","0.40","1.78"
"520098","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","MADISON","WI",53792,"DANE","0.02","0.05","0.07","0.03","0.18","0.09"
"520100","BELOIT MEMORIAL HOSPITAL","1969 W HART RD","BELOIT","WI",53511,"ROCK","0.02","0.48","1.03","0.76","1.08","0.58"
"520102","AURORA LAKELAND MEDICAL CENTER","W3985 COUNTY ROAD NN","ELKHORN","WI",53121,"WALWORTH","0.20","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL RD","MENOMONEE FALLS","WI",53051,"WAUKESHA","0.20","0.37","1.51","0.81","0.63","0.80"
"520107","HOLY FAMILY MEMORIAL","2300 WESTERN AVE","MANITOWOC","WI",54221,"MANITOWOC","0.58","No Penalty","0.03","0.05","0.17","0.88"
"520109","MILE BLUFF MEDICAL CENTER","1050 DIVISION ST","MAUSTON","WI",53948,"JUNEAU","0.14","No Penalty","No Penalty","0.18","0.16","0.06"
"520113","BAY AREA MEDICAL CENTER","3003 UNIVERSITY DR","MARINETTE","WI",54143,"MARINETTE","No Penalty","0.02","0.04","0.41","0.21","0.44"
"520116","WATERTOWN REGIONAL MEDICAL CENTER","125 HOSPITAL DRIVE","WATERTOWN","WI",53098,"DODGE","0.01","0.16","0.10","0.23","0.54","0.30"
"520136","ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS","5000 W CHAMBERS ST","MILWAUKEE","WI",53210,"MILWAUKEE","0.26","0.54","0.58","0.34","0.09","No Penalty"
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W OKLAHOMA AVE","MILWAUKEE","WI",53215,"MILWAUKEE","0.59","0.83","0.29","0.07","0.04","0.01"
"520139","AURORA WEST ALLIS MEDICAL CENTER","8901 W LINCOLN AVE","WEST ALLIS","WI",53227,"MILWAUKEE","0.69","0.99","1.24","0.18","0.16","0.06"
"520160","THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC","1818 N MEADE ST","APPLETON","WI",54911,"OUTAGAMIE","No Penalty","No Penalty","0.03","0.18","0.14","No Penalty"
"520177","FROEDTERT MEMORIAL LUTHERAN HOSPITAL","9200 W WISCONSIN AVE","MILWAUKEE","WI",53226,"MILWAUKEE","1.10","0.89","0.39","0.35","0.07","0.10"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","KENOSHA","WI",53142,"KENOSHA","1.22","0.44","0.70","0.70","1.73","1.10"
"520193","AURORA BAYCARE MEDICAL CTR","2845 GREENBRIER RD","GREEN BAY","WI",54311,"BROWN","0.14","No Penalty","0.12","0.22","0.14","0.14"
"520194","ORTHOPAEDIC HOSPITAL OF WISCONSIN","475 W RIVER WOODS PKWY","GLENDALE","WI",53212,"MILWAUKEE","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520196","OAKLEAF SURGICAL HOSPITAL","1000 OAKLEAF WAY","ALTOONA","WI",54720,"EAU CLAIRE","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","OSHKOSH","WI",54904,"WINNEBAGO","No Penalty","0.09","0.80","1.40","1.84","1.05"
"520202","ASCENSION ST CLARES HOSPITAL","3400 MINISTRY PARKWAY","WESTON","WI",54476,"MARATHON","No Penalty","0.04","0.63","0.72","1.25","0.77"
"520205","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","10101 SOUTH 27TH ST  2ND FLOOR","FRANKLIN","WI",53132,"MILWAUKEE","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"520206","AURORA MEDICAL CENTER SUMMIT","36500 AURORA DRIVE","SUMMIT","WI",53066,"WAUKESHA","No Penalty","No Penalty","No Penalty","0.16","No Penalty","0.10"
"520207","AURORA MEDICAL CENTER","975 PORT WASHINGTON ROAD","GRAFTON","WI",53024,"OZAUKEE","0.78","1.26","0.41","0.03","0.14","1.44"
"520208","SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE","3400 EAST RACINE STREET","JANESVILLE","WI",53546,"ROCK","0.91","0.53","0.57","0.65","0.61","0.17"
"530002","CAMPBELL COUNTY MEMORIAL HOSPITAL","501 SOUTH BURMA AVENUE","GILLETTE","WY",82716,"CAMPBELL","0.56","0.96","0.59","0.12","0.63","0.62"
"530006","SHERIDAN MEMORIAL HOSPITAL","1401 W 5TH ST","SHERIDAN","WY",82801,"SHERIDAN","No Penalty","0.03","No Penalty","No Penalty","No Penalty","0.21"
"530008","SAGEWEST HEALTH CARE","2100 W SUNSET DR","RIVERTON","WY",82501,"FREMONT","0.32","No Penalty","0.29","0.09","0.32","No Penalty"
"530011","MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","ROCK SPRINGS","WY",82901,"SWEETWATER","0.13","0.20","0.52","0.32","0.07","0.15"
"530012","WYOMING MEDICAL CENTER","1233 EAST 2ND ST","CASPER","WY",82601,"NATRONA","0.81","0.76","0.83","1.17","1.12","1.14"
"530014","CHEYENNE REGIONAL MEDICAL CENTER","214 EAST 23RD STREET","CHEYENNE","WY",82001,"LARAMIE","0.17","0.09","0.33","0.71","1.26","0.67"
"530015","ST JOHNS MEDICAL CENTER","625 EAST BROADWAY","JACKSON","WY",83001,"TETON","0.81","0.82","No Penalty","1.93","2.82","3.00"
"530025","IVINSON MEMORIAL HOSPITAL","255 N 30TH","LARAMIE","WY",82072,"ALBANY","0.17","0.02","No Penalty","No Penalty","0.03","0.17"
"530032","EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","EVANSTON","WY",82930,"UINTA","0.16","0.08","0.12","1.11","0.36","1.28"
"670004","ST MARKS MEDICAL CENTER","ONE ST MARK'S PLACE","LA GRANGE","TX",78945,"FAYETTE","0.20","0.10","0.60","1.00","2.26","1.07"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","300 KINGWOOD MEDICAL DRIVE","KINGWOOD","TX",77339,"HARRIS","No Penalty","3.00","3.00","3.00","3.00","3.00"
"670006","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","5656 BEE CAVES ROAD, SUITE M-302","AUSTIN","TX",78746,"TRAVIS","No Penalty","No Penalty","0.02","3.00","3.00","3.00"
"670008","HOUSTON PHYSICIANS' HOSPITAL","333 N TEXAS AVENUE","WEBSTER","TX",77598,"HARRIS","No Penalty","No Penalty","1.09","2.12","3.00","3.00"
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","MANSFIELD","TX",76063,"TARRANT","0.13","0.41","0.84","0.71","0.91","0.76"
"670025","THE HEART HOSPITAL BAYLOR PLANO","1100 ALLIED DRIVE","PLANO","TX",75093,"COLLIN","0.08","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670031","ST LUKE'S PATIENTS MEDICAL CENTER","4600 EAST SAM HOUSTON PARKWAY SOUTH","PASADENA","TX",77505,"HARRIS","0.89","0.77","0.72","0.33","0.03","0.20"
"670034","SCOTT & WHITE HOSPITAL-ROUND ROCK","300 UNIVERSITY BLVD","ROUND ROCK","TX",78664,"WILLIAMSON","0.13","No Penalty","0.10","0.02","0.35","0.58"
"670041","SETON MEDICAL CENTER WILLIAMSON","201 SETON PARKWAY","ROUND ROCK","TX",78664,"WILLIAMSON","No Penalty","No Penalty","0.09","0.10","0.31","0.48"
"670043","CEDAR PARK REGIONAL MEDICAL CENTER","1401 MEDICAL PARKWAY","CEDAR PARK","TX",78613,"WILLIAMSON","0.97","1.33","1.60","1.42","2.79","1.47"
"670044","TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL","3150 HORIZON ROAD","ROCKWALL","TX",75032,"ROCKWALL","1.12","1.44","1.27","1.16","0.32","0.41"
"670046","USMD HOSPITAL  AT FORT WORTH LP","5900 ALTAMESA BLVD","FORT WORTH","TX",76132,"TARRANT","0.67","No Penalty","0.76","No Penalty","3.00","0.72"
"670047","SIERRA PROVIDENCE EAST MEDICAL CENTER","3280 JOE BATTLE BLVD","EL PASO","TX",79938,"EL PASO","0.35","0.66","0.95","0.51","0.36","0.35"
"670049","NORTH CENTRAL SURGICAL CENTER LLP","9301 NORTH CENTRAL EXPRESSWAY SUITE 100","DALLAS","TX",75231,"DALLAS","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","1317 LAKE POINTE PARKWAY","SUGAR LAND","TX",77478,"FORT BEND","0.02","No Penalty","No Penalty","0.07","0.11","0.13"
"670054","FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO","9522 HUEBNER ROAD","SAN ANTONIO","TX",78240,"BEXAR","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670055","METHODIST STONE OAK HOSPITAL","1139 E SONTERRA BLVD, STE 535","SAN ANTONIO","TX",78258,"BEXAR","0.08","0.14","0.19","0.27","0.30","1.04"
"670056","SETON MEDICAL CENTER HAYS","6001 KYLE PKWY","KYLE","TX",78640,"HAYS","0.37","0.72","0.34","0.44","0.24","0.25"
"670059","ST LUKES LAKESIDE HOSPITAL","17400 ST LUKES WAY","THE WOODLANDS","TX",77384,"MONTGOMERY","No Penalty","0.10","No Penalty","No Penalty","No Penalty","3.00"
"670060","BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE","231 SOUTH COLLINS ROAD","SUNNYVALE","TX",75182,"DALLAS","0.23","0.05","0.30","No Penalty","No Penalty","0.06"
"670061","SOUTH TEXAS SURGICAL HOSPITAL","6130 PARKWAY DRIVE","CORPUS CHRISTI","TX",78414,"NUECES","No Penalty","3.00","3.00","3.00","1.62","No Penalty"
"670062","BAYLOR EMERGENCY MEDICAL CENTER","26791 HIGHWAY 380","AUBREY","TX",76227,"DENTON","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670067","BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","707 HIGHLANDER BLVD","ARLINGTON","TX",76015,"TARRANT","3.00","3.00","No Penalty","No Penalty","1.68","No Penalty"
"670068","TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","4400 LONG PRAIRIE ROAD","FLOWER MOUND","TX",75028,"DENTON","0.36","0.74","2.15","1.78","1.69","1.82"
"670069","METHODIST MCKINNEY HOSPITAL","8000 W ELDORADO PKWY BLDG C SUITE C","MCKINNEY","TX",75070,"COLLIN","No Penalty","No Penalty","No Penalty","No Penalty","3.00","3.00"
"670071","TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON","811 WRIGHT STREET","ARLINGTON","TX",76012,"TARRANT","No Penalty","No Penalty","No Penalty","1.29","0.43","0.18"
"670073","METHODIST HOSPITAL FOR SURGERY","17101 DALLAS PARKWAY","ADDISON","TX",75001,"DALLAS","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE","20171 CHASEWOOD PARK DRIVE","HOUSTON","TX",77070,"HARRIS","0.10","0.09","No Penalty","No Penalty","0.37","0.66"
"670076","BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA","3601 CALAIS DRIVE","SHERMAN","TX",75090,"GRAYSON","No Penalty","3.00","3.00","3.00","3.00","No Penalty"
"670077","HOUSTON METHODIST WEST HOSPITAL","18500 KATY FREEWAY","HOUSTON","TX",77094,"HARRIS","0.11","0.07","0.09","0.01","0.13","0.54"
"670078","BAPTIST EMERGENCY HOSPITAL","16088 SAN PEDRO","SAN ANTONIO","TX",78232,"BEXAR","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670080","SETON MEDICAL CENTER HARKER HEIGHTS","850 W CENTRAL TEXAS EXPRESSWAY","HARKER HEIGHTS","TX",76548,"BELL","0.21","0.32","0.30","0.21","0.02","0.04"
"670082","BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY","5252 WEST UNIVERSITY DRIVE","MC KINNEY","TX",75071,"COLLIN","0.80","1.11","0.98","0.36","0.35","0.38"
"670085","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","10864 TEXAS HEALTH TRAIL","FORT WORTH","TX",76244,"TARRANT","No Penalty","0.08","No Penalty","0.23","0.95","0.85"
"670087","BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C","900 EAST WHITESTONE BLVD","CEDAR PARK","TX",78613,"WILLIAMSON","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"670088","BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI","700 SCOTT & WHITE DRIVE","COLLEGE STATION","TX",77845,"BRAZOS","No Penalty","0.05","0.38","0.31","0.41","0.02"
"320058","MESCALERO PHS INDIAN HOSPITAL","P O BOX 210","MESCALERO","NM",88340,"OTERO","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","*"
"370032","ALLIANCEHEALTH DEACONESS","5501 NORTH PORTLAND AVENUE","OKLAHOMA CITY","OK",73112,"OKLAHOMA","No Penalty","No Penalty","No Penalty","0.78","1.48","*"
"370072","LATIMER COUNTY GENERAL HOSPITAL","806 STATE HIGHWAY 2 NORTH","WILBURTON","OK",74578,"LATIMER","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","*"
"370156","PAULS VALLEY HOSPITAL AUTHORITY","100 VALLEY DRIVE","PAULS VALLEY","OK",73075,"GARVIN","0.46","0.03","0.08","0.03","No Penalty","*"
"450845","EL PASO SPECIALTY HOSPITAL","1755 CURIE SUITE A","EL PASO","TX",79902,"EL PASO","1.33","No Penalty","No Penalty","No Penalty","3.00","*"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","SUMMERSVILLE","WV",26651,"NICHOLAS","0.24","0.36","0.22","0.03","0.62","*"
"670083","TEXAS GENERAL HOSPITAL","2709 HOSPITAL BLVD","GRAND PRAIRIE","TX",75051,"DALLAS","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","*"
"320057","SANTA FE PHS INDIAN HOSPITAL","1700 CERRILLOS ROAD","SANTA FE","NM",87501,"SANTA FE","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"330100","N Y EYE AND EAR INFIRMARY","230 SECOND AVE","NEW YORK","NY",10003,"NEW YORK","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"330405","HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W","WEST HAVERSTRAW","NY",10993,"ROCKLAND","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"330406","SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","1270 BELMONT AVENUE","SCHENECTADY","NY",12308,"SCHENECTADY","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"330409","BURDETT CARE CENTER","2215 BURDETT AVE","TROY","NY",12180,"RENSSELAER","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC",27103,"FORSYTH","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC",28401,"NEW HANOVER","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"360245","GLENBEIGH HEALTH SOURCES","2863 STATE ROUTE 45","ROCK CREEK","OH",44084,"ASHTABULA","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"360247","WOODS AT PARKSIDE,THE","349 OLDE RIDENOUR ROAD","COLUMBUS","OH",43230,"FRANKLIN","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"360261","THREE GABLES SURGERY CENTER","5897 COUNTY ROAD 107","PROCTORVILLE","OH",45669,"LAWRENCE","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"370199","LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE","11200 NORTH PORTLAND AVENUE","OKLAHOMA CITY","OK",73120,"OKLAHOMA","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"370206","OKLAHOMA SPINE HOSPITAL","14101 PARKWAY COMMONS DRIVE","OKLAHOMA CITY","OK",73134,"OKLAHOMA","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"390025","KENSINGTON HOSPITAL","136 W DIAMOND STREET","PHILADELPHIA","PA",19122,"PHILADELPHIA","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"390272","VALLEY FORGE MEDICAL CENTER AND HOSPITAL","1033 W GERMANTOWN PIKE","NORRISTOWN","PA",19401,"MONTGOMERY","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"390278","EAGLEVILLE HOSPITAL","100 EAGLEVILLE RD","EAGLEVILLE","PA",19408,"MONTGOMERY","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"390302","BARIX CLINICS OF PENNSYLVANIA","280 MIDDLETOWN ROAD","LANGHORNE","PA",19047,"BUCKS","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"430093","SAME DAY SURGERY CENTER LLC","651 CATHEDRAL DRIVE","RAPID CITY","SD",57701,"PENNINGTON","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"450674","WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN","HOUSTON","TX",77054,"HARRIS","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"460043","OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST","OREM","UT",84057,"UTAH","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"490104","HIRAM W DAVIS MEDICAL CENTER","P O BOX 4030","PETERSBURG","VA",23803,"PETERSBURG CITY","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"500052","KAISER PERMANENTE CENTRAL HOSPITAL","201 - 16TH AVENUE EAST","SEATTLE","WA",98112,"KING","No Penalty","No Penalty","No Penalty","No Penalty","*","*"
"380103","KAISER FOUNDATION HOSPITAL - WESTSIDE","2875 NW STUCKI AVE","HILLSBORO","OR",97124,"WASHINGTON","*","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"420106","PALMETTO HEALTH BAPTIST PARKRIDGE","400 PALMETTO HEALTH PARKWAY","COLUMBIA","SC",29212,"LEXINGTON","*","No Penalty","0.75","0.71","0.32","No Penalty"
"460060","LONE PEAK HOSPITAL","11925 SOUTH STATE STREET","DRAPER","UT",84020,"SALT LAKE","*","No Penalty","0.63","0.82","0.18","1.93"
"490144","NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER","15225 HEALTHCOTE BOULEVARD","HAYMARKET","VA",20169,"PRINCE WILLIAM","*","No Penalty","0.24","0.62","1.08","0.60"
"670090","CRESCENT MEDICAL CENTER LANCASTER","2600 WEST PLEASANT RUN ROAD","LANCASTER","TX",75146,"DALLAS","*","No Penalty","No Penalty","No Penalty","No Penalty","0.29"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC",28376,"HOKE","*","*","No Penalty","0.49","0.23","0.02"
"350064","STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL","10 NORTH RIVER ROAD","FORT YATES","ND",58538,"SIOUX","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"510091","CHARLESTON SURGICAL HOSPITAL","1306 KANAWHA BOULEVARD EAST","CHARLESTON","WV",25301,"KANAWHA","*","*","No Penalty","2.04","3.00","2.29"
"670093","ASPIRE BEHAVIORAL HEALTH OF CONROE, LLC","2006 SOUTH LOOP 336 WEST, SUITE 500","CONROE","TX",77304,"MONTGOMERY","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"670095","MEMORIAL HERMANN FIRST COLONY HOSPITAL","24429 TOMBALL PARKWAY, SUITE 100","TOMBALL","TX",77375,"HARRIS","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"670098","RESOLUTE HEALTH HOSPITAL","555 CREEKSIDE XING,","NEW BRAUNFELS","TX",78130,"COMAL","*","*","0.38","0.93","1.50","1.68"
"670099","EMIL J FREIREICH CANCER CENTER","9201 PINECROFT","SHENANDOAH","TX",77380,"MONTGOMERY","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"670102","AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100","HOUSTON","TX",77015,"HARRIS","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"670103","MEDICAL CITY ALLIANCE","3101 NORTH TARRANT PARKWAY","FORT WORTH","TX",76177,"TARRANT","*","*","No Penalty","0.21","0.56","1.11"
"670106","HCA HOUSTON HEALTHCARE PEARLAND","11100 SHADOW CREEK PARKWAY","PEARLAND","TX",77584,"BRAZORIA","*","*","No Penalty","0.01","No Penalty","0.03"
"670107","BAYLOR EMERGENCY MEDICAL CENTER","12500 SOUTH FREEWAY SUITE 100","BURLESON","TX",76028,"JOHNSON","*","*","No Penalty","No Penalty","No Penalty","No Penalty"
"670094","LITTLE RIVER HEALTHCARE CAMERON HOSPITAL","806 N CROCKETT AVE","CAMERON","TX",76520,"MILAM","*","*","No Penalty","No Penalty","No Penalty","*"
"670097","BAYLOR EMERGENCY MEDICAL CENTER","1975 ALPHA STE 100","ROCKWALL","TX",75087,"ROCKWALL","*","*","No Penalty","No Penalty","No Penalty","*"
"290056","MOUNTAIN'S EDGE HOSPITAL","8656 WEST PATRICK LANE","LAS VEGAS","NV",89148,"CLARK","*","*","*","No Penalty","No Penalty","No Penalty"
"420107","MCLEOD HEALTH CHERAW","711 CHESTERFIELD HIGHWAY","CHERAW","SC",29520,"CHESTERFIELD","*","*","*","0.07","0.09","0.14"
"420108","UNION MEDICAL CENTER","322 WEST SOUTH STREET","UNION","SC",29379,"UNION","*","*","*","0.27","0.20","0.08"
"490145","STONESPRINGS HOSPITAL CENTER","24440 STONE SPRINGS BOULEVARD","DULLES","VA",20166,"LOUDOUN","*","*","*","No Penalty","No Penalty","0.20"
"670108","BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS","810 W HIGHWAY 71","MARBLE FALLS","TX",78654,"BURNET","*","*","*","No Penalty","0.05","0.29"
"670110","FIRST TEXAS HOSPITAL CARROLLTON LLC","1401 E TRINITY MILLS ROAD","CARROLLTON","TX",75006,"DALLAS","*","*","*","No Penalty","No Penalty","No Penalty"
"670112","CUMBERLAND SURGICAL HOSPITAL","5330 NORTH LOOP 1604 WEST","SAN ANTONIO","TX",78249,"BEXAR","*","*","*","No Penalty","1.85","2.78"
